Yardline,Quarter,Yds_to_go,Time_remaining,Wind_speed,Timeouts,Score_differential,Offense_strength,Opp_defense_strength
84.0,3.0,5.0,1094.0,14.0,2.0,13.0,-0.0494160799128072,-0.0399816607880349
49.0,4.0,5.0,825.0,14.0,2.0,13.0,-0.0494160799128072,-0.0399816607880349
49.0,4.0,3.0,470.0,14.0,2.0,13.0,-0.0494160799128072,-0.0399816607880349
5.0,4.0,2.0,290.0,14.0,2.0,13.0,-0.0494160799128072,-0.0399816607880349
36.0,4.0,16.0,154.0,14.0,2.0,16.0,-0.0494160799128072,-0.0399816607880349
62.0,1.0,2.0,3562.0,1.0,3.0,0.0,-0.0494160799128072,-0.0279916586737624
44.0,1.0,12.0,3012.0,1.0,3.0,-7.0,-0.0494160799128072,-0.0279916586737624
77.0,1.0,18.0,2755.0,1.0,3.0,-7.0,-0.0494160799128072,-0.0279916586737624
41.0,2.0,6.0,2546.0,1.0,3.0,-7.0,-0.0494160799128072,-0.0279916586737624
37.0,2.0,1.0,2259.0,1.0,3.0,0.0,-0.0494160799128072,-0.0279916586737624
35.0,2.0,10.0,1812.0,1.0,0.0,4.0,-0.0494160799128072,-0.0279916586737624
64.0,3.0,5.0,1562.0,1.0,3.0,7.0,-0.0494160799128072,-0.0279916586737624
67.0,3.0,2.0,1078.0,1.0,3.0,4.0,-0.0494160799128072,-0.0279916586737624
13.0,4.0,7.0,659.0,1.0,3.0,4.0,-0.0494160799128072,-0.0279916586737624
75.0,4.0,10.0,404.0,1.0,2.0,4.0,-0.0494160799128072,-0.0279916586737624
31.0,4.0,6.0,178.0,1.0,1.0,4.0,-0.0494160799128072,-0.0279916586737624
46.0,1.0,9.0,3465.0,4.0,3.0,0.0,-0.0494160799128072,0.0497937866677735
20.0,1.0,7.0,3061.0,4.0,3.0,0.0,-0.0494160799128072,0.0497937866677735
79.0,2.0,4.0,2691.0,4.0,3.0,3.0,-0.0494160799128072,0.0497937866677735
41.0,2.0,3.0,1869.0,4.0,2.0,17.0,-0.0494160799128072,0.0497937866677735
63.0,3.0,8.0,1460.0,4.0,2.0,13.0,-0.0494160799128072,0.0497937866677735
65.0,3.0,8.0,1294.0,4.0,2.0,13.0,-0.0494160799128072,0.0497937866677735
33.0,4.0,9.0,419.0,4.0,2.0,7.0,-0.0494160799128072,0.0497937866677735
41.0,1.0,3.0,2968.0,12.0,2.0,-7.0,-0.0494160799128072,0.0280250193339084
29.0,3.0,6.0,1510.0,12.0,3.0,-6.0,-0.0494160799128072,0.0280250193339084
78.0,4.0,10.0,636.0,12.0,2.0,8.0,-0.0494160799128072,0.0280250193339084
68.0,4.0,3.0,154.0,12.0,2.0,2.0,-0.0494160799128072,0.0280250193339084
13.0,1.0,9.0,3229.0,0.0,3.0,0.0,-0.0494160799128072,-0.0181295755429661
76.0,1.0,10.0,3076.0,0.0,3.0,3.0,-0.0494160799128072,-0.0181295755429661
61.0,1.0,4.0,2910.0,0.0,3.0,3.0,-0.0494160799128072,-0.0181295755429661
1.0,2.0,1.0,2476.0,0.0,3.0,3.0,-0.0494160799128072,-0.0181295755429661
43.0,3.0,5.0,1571.0,0.0,3.0,7.0,-0.0494160799128072,-0.0181295755429661
41.0,3.0,15.0,1341.0,0.0,3.0,7.0,-0.0494160799128072,-0.0181295755429661
25.0,3.0,11.0,908.0,0.0,3.0,14.0,-0.0494160799128072,-0.0181295755429661
47.0,4.0,2.0,408.0,0.0,2.0,17.0,-0.0494160799128072,-0.0181295755429661
19.0,1.0,1.0,3307.0,14.0,2.0,0.0,-0.0494160799128072,-0.0548075256200168
12.0,1.0,12.0,3098.0,14.0,2.0,0.0,-0.0494160799128072,-0.0548075256200168
21.0,2.0,9.0,1920.0,14.0,2.0,3.0,-0.0494160799128072,-0.0548075256200168
66.0,2.0,6.0,1819.0,14.0,1.0,6.0,-0.0494160799128072,-0.0548075256200168
18.0,3.0,4.0,1469.0,14.0,3.0,6.0,-0.0494160799128072,-0.0548075256200168
68.0,3.0,3.0,1273.0,14.0,3.0,6.0,-0.0494160799128072,-0.0548075256200168
59.0,4.0,10.0,165.0,14.0,2.0,7.0,-0.0494160799128072,-0.0548075256200168
49.0,1.0,4.0,3248.0,12.0,3.0,-7.0,-0.0494160799128072,0.0275294113230999
63.0,1.0,8.0,3082.0,12.0,3.0,-7.0,-0.0494160799128072,0.0275294113230999
61.0,1.0,3.0,2866.0,12.0,3.0,-7.0,-0.0494160799128072,0.0275294113230999
61.0,2.0,5.0,2657.0,12.0,3.0,-7.0,-0.0494160799128072,0.0275294113230999
52.0,2.0,9.0,2544.0,12.0,3.0,-7.0,-0.0494160799128072,0.0275294113230999
28.0,2.0,4.0,2478.0,12.0,3.0,-7.0,-0.0494160799128072,0.0275294113230999
67.0,2.0,8.0,2302.0,12.0,3.0,-4.0,-0.0494160799128072,0.0275294113230999
63.0,2.0,5.0,2012.0,12.0,3.0,-11.0,-0.0494160799128072,0.0275294113230999
17.0,3.0,3.0,1288.0,12.0,3.0,-14.0,-0.0494160799128072,0.0275294113230999
16.0,4.0,11.0,792.0,12.0,3.0,-7.0,-0.0494160799128072,0.0275294113230999
51.0,4.0,7.0,171.0,12.0,3.0,3.0,-0.0494160799128072,0.0275294113230999
77.0,4.0,14.0,24.0,12.0,2.0,-4.0,-0.0494160799128072,0.0275294113230999
74.0,1.0,9.0,3097.0,12.0,3.0,7.0,0.0085336369082385,0.0839906312409423
23.0,2.0,13.0,2598.0,12.0,3.0,14.0,0.0085336369082385,0.0839906312409423
65.0,2.0,5.0,2423.0,12.0,3.0,17.0,0.0085336369082385,0.0839906312409423
60.0,2.0,12.0,2225.0,12.0,2.0,17.0,0.0085336369082385,0.0839906312409423
21.0,2.0,2.0,2060.0,12.0,2.0,17.0,0.0085336369082385,0.0839906312409423
77.0,3.0,17.0,1402.0,12.0,3.0,40.0,0.0085336369082385,0.0839906312409423
59.0,4.0,5.0,887.0,12.0,2.0,37.0,0.0085336369082385,0.0839906312409423
83.0,4.0,3.0,96.0,12.0,0.0,44.0,0.0085336369082385,0.0839906312409423
75.0,1.0,10.0,3517.0,3.0,3.0,0.0,0.0085336369082385,-0.0915404139447006
50.0,1.0,7.0,3197.0,3.0,3.0,-7.0,0.0085336369082385,-0.0915404139447006
79.0,1.0,14.0,2946.0,3.0,3.0,-14.0,0.0085336369082385,-0.0915404139447006
38.0,2.0,4.0,1885.0,3.0,3.0,-21.0,0.0085336369082385,-0.0915404139447006
37.0,3.0,7.0,1655.0,3.0,3.0,-14.0,0.0085336369082385,-0.0915404139447006
44.0,3.0,2.0,1305.0,3.0,3.0,-11.0,0.0085336369082385,-0.0915404139447006
53.0,4.0,3.0,120.0,3.0,0.0,-11.0,0.0085336369082385,-0.0915404139447006
23.0,4.0,8.0,8.0,3.0,0.0,-11.0,0.0085336369082385,-0.0915404139447006
87.0,1.0,13.0,3520.0,5.0,3.0,0.0,0.0085336369082385,0.0090277434557283
34.0,1.0,1.0,2923.0,5.0,3.0,-7.0,0.0085336369082385,0.0090277434557283
56.0,2.0,7.0,2630.0,5.0,3.0,-4.0,0.0085336369082385,0.0090277434557283
25.0,2.0,7.0,2085.0,5.0,3.0,3.0,0.0085336369082385,0.0090277434557283
66.0,2.0,11.0,1860.0,5.0,3.0,3.0,0.0085336369082385,0.0090277434557283
78.0,4.0,6.0,856.0,5.0,3.0,13.0,0.0085336369082385,0.0090277434557283
64.0,4.0,8.0,452.0,5.0,3.0,13.0,0.0085336369082385,0.0090277434557283
56.0,1.0,8.0,2980.0,2.0,2.0,14.0,0.0085336369082385,-0.0164024281634018
62.0,2.0,8.0,2104.0,2.0,2.0,8.0,0.0085336369082385,-0.0164024281634018
72.0,2.0,18.0,2097.0,2.0,2.0,8.0,0.0085336369082385,-0.0164024281634018
55.0,2.0,1.0,1817.0,2.0,0.0,0.0,0.0085336369082385,-0.0164024281634018
41.0,3.0,10.0,1511.0,2.0,3.0,0.0,0.0085336369082385,-0.0164024281634018
29.0,3.0,6.0,1143.0,2.0,3.0,0.0,0.0085336369082385,-0.0164024281634018
42.0,4.0,2.0,858.0,2.0,2.0,3.0,0.0085336369082385,-0.0164024281634018
31.0,4.0,2.0,707.0,2.0,2.0,3.0,0.0085336369082385,-0.0164024281634018
10.0,4.0,7.0,220.0,2.0,2.0,6.0,0.0085336369082385,-0.0164024281634018
13.0,4.0,7.0,120.0,2.0,2.0,9.0,0.0085336369082385,-0.0164024281634018
47.0,1.0,1.0,3490.0,5.0,3.0,0.0,0.0085336369082385,0.0030866171488143
42.0,1.0,7.0,3412.0,5.0,3.0,0.0,0.0085336369082385,0.0030866171488143
26.0,1.0,3.0,3221.0,5.0,3.0,0.0,0.0085336369082385,0.0030866171488143
51.0,1.0,5.0,2748.0,5.0,3.0,3.0,0.0085336369082385,0.0030866171488143
53.0,2.0,5.0,2173.0,5.0,3.0,3.0,0.0085336369082385,0.0030866171488143
57.0,2.0,7.0,1929.0,5.0,3.0,3.0,0.0085336369082385,0.0030866171488143
7.0,3.0,3.0,956.0,5.0,3.0,-6.0,0.0085336369082385,0.0030866171488143
56.0,4.0,9.0,700.0,5.0,3.0,-3.0,0.0085336369082385,0.0030866171488143
63.0,4.0,10.0,455.0,5.0,3.0,-3.0,0.0085336369082385,0.0030866171488143
14.0,4.0,10.0,56.0,5.0,2.0,-3.0,0.0085336369082385,0.0030866171488143
55.0,5.0,12.0,266.0,5.0,1.0,0.0,0.0085336369082385,0.0030866171488143
61.0,5.0,10.0,187.0,5.0,1.0,0.0,0.0085336369082385,0.0030866171488143
83.0,2.0,6.0,2148.0,4.0,3.0,14.0,0.0085336369082385,0.0238623057158883
47.0,3.0,7.0,1201.0,4.0,2.0,21.0,0.0085336369082385,0.0238623057158883
64.0,4.0,9.0,834.0,4.0,2.0,21.0,0.0085336369082385,0.0238623057158883
57.0,4.0,17.0,347.0,4.0,2.0,21.0,0.0085336369082385,0.0238623057158883
31.0,4.0,5.0,78.0,4.0,2.0,21.0,0.0085336369082385,0.0238623057158883
51.0,1.0,11.0,2726.0,15.0,2.0,0.0,0.0085336369082385,-0.0108783834946446
34.0,2.0,7.0,2294.0,15.0,2.0,0.0,0.0085336369082385,-0.0108783834946446
14.0,2.0,3.0,2167.0,15.0,2.0,0.0,0.0085336369082385,-0.0108783834946446
47.0,3.0,4.0,1569.0,15.0,3.0,3.0,0.0085336369082385,-0.0108783834946446
85.0,4.0,20.0,688.0,15.0,3.0,3.0,0.0085336369082385,-0.0108783834946446
50.0,4.0,7.0,227.0,15.0,3.0,-4.0,0.0085336369082385,-0.0108783834946446
36.0,4.0,6.0,205.0,15.0,3.0,-4.0,0.0085336369082385,-0.0108783834946446
90.0,1.0,1.0,2882.0,10.0,3.0,7.0,0.0085336369082385,-0.05400603522489
95.0,1.0,6.0,2881.0,10.0,3.0,7.0,0.0085336369082385,-0.05400603522489
44.0,2.0,7.0,2399.0,10.0,2.0,-7.0,0.0085336369082385,-0.05400603522489
66.0,2.0,1.0,1951.0,10.0,2.0,-14.0,0.0085336369082385,-0.05400603522489
46.0,3.0,3.0,1525.0,10.0,3.0,-17.0,0.0085336369082385,-0.05400603522489
81.0,4.0,16.0,545.0,10.0,3.0,-19.0,0.0085336369082385,-0.05400603522489
86.0,4.0,21.0,545.0,10.0,3.0,-19.0,0.0085336369082385,-0.05400603522489
42.0,1.0,8.0,3436.0,6.0,3.0,0.0,0.0085336369082385,-0.0164024281634018
5.0,1.0,5.0,3005.0,6.0,2.0,0.0,0.0085336369082385,-0.0164024281634018
59.0,2.0,5.0,2591.0,6.0,2.0,-4.0,0.0085336369082385,-0.0164024281634018
5.0,2.0,3.0,2080.0,6.0,2.0,-11.0,0.0085336369082385,-0.0164024281634018
59.0,2.0,10.0,1860.0,6.0,2.0,-8.0,0.0085336369082385,-0.0164024281634018
77.0,4.0,16.0,866.0,6.0,3.0,-7.0,0.0085336369082385,-0.0164024281634018
19.0,4.0,5.0,327.0,6.0,3.0,-10.0,0.0085336369082385,-0.0164024281634018
77.0,4.0,11.0,8.0,6.0,0.0,-7.0,0.0085336369082385,-0.0164024281634018
56.0,1.0,5.0,2899.0,8.0,3.0,7.0,0.0085336369082385,-0.0915404139447006
85.0,1.0,7.0,2708.0,8.0,3.0,7.0,0.0085336369082385,-0.0915404139447006
42.0,2.0,17.0,2208.0,8.0,3.0,0.0,0.0085336369082385,-0.0915404139447006
10.0,2.0,3.0,1907.0,8.0,3.0,0.0,0.0085336369082385,-0.0915404139447006
55.0,3.0,1.0,1515.0,8.0,2.0,-1.0,0.0085336369082385,-0.0915404139447006
6.0,4.0,6.0,495.0,8.0,2.0,0.0,0.0085336369082385,-0.0915404139447006
49.0,4.0,1.0,187.0,8.0,1.0,3.0,0.0085336369082385,-0.0915404139447006
54.0,4.0,6.0,178.0,8.0,1.0,3.0,0.0085336369082385,-0.0915404139447006
29.0,1.0,7.0,2972.0,7.0,3.0,-7.0,0.0085336369082385,-0.131137291377567
47.0,1.0,8.0,2752.0,7.0,1.0,-4.0,0.0085336369082385,-0.131137291377567
9.0,2.0,9.0,2234.0,7.0,1.0,3.0,0.0085336369082385,-0.131137291377567
79.0,4.0,12.0,506.0,7.0,3.0,10.0,0.0085336369082385,-0.131137291377567
65.0,1.0,4.0,2818.0,9.0,3.0,4.0,0.0085336369082385,-0.0734355722992723
46.0,2.0,7.0,2601.0,9.0,3.0,4.0,0.0085336369082385,-0.0734355722992723
48.0,2.0,6.0,2279.0,9.0,3.0,-3.0,0.0085336369082385,-0.0734355722992723
72.0,2.0,2.0,1997.0,9.0,3.0,-3.0,0.0085336369082385,-0.0734355722992723
3.0,3.0,3.0,1502.0,9.0,3.0,0.0,0.0085336369082385,-0.0734355722992723
27.0,3.0,9.0,936.0,9.0,3.0,3.0,0.0085336369082385,-0.0734355722992723
29.0,4.0,3.0,449.0,9.0,3.0,6.0,0.0085336369082385,-0.0734355722992723
54.0,4.0,1.0,119.0,9.0,2.0,10.0,0.0085336369082385,-0.0734355722992723
70.0,1.0,14.0,3235.0,0.0,3.0,0.0,0.0085336369082385,-0.0647562253143434
10.0,2.0,9.0,2225.0,0.0,3.0,0.0,0.0085336369082385,-0.0647562253143434
65.0,2.0,8.0,1909.0,0.0,3.0,-4.0,0.0085336369082385,-0.0647562253143434
39.0,3.0,1.0,1606.0,0.0,3.0,-7.0,0.0085336369082385,-0.0647562253143434
10.0,3.0,2.0,1096.0,0.0,3.0,-7.0,0.0085336369082385,-0.0647562253143434
76.0,4.0,24.0,417.0,0.0,3.0,0.0,0.0085336369082385,-0.0647562253143434
59.0,5.0,22.0,99.0,0.0,1.0,-3.0,0.0085336369082385,-0.0647562253143434
65.0,1.0,5.0,3360.0,20.0,3.0,0.0,0.0085336369082385,-0.0906275303465647
63.0,1.0,7.0,3127.0,20.0,2.0,0.0,0.0085336369082385,-0.0906275303465647
7.0,2.0,1.0,2122.0,20.0,2.0,-6.0,0.0085336369082385,-0.0906275303465647
6.0,2.0,5.0,1813.0,20.0,0.0,-2.0,0.0085336369082385,-0.0906275303465647
17.0,4.0,4.0,817.0,20.0,3.0,5.0,0.0085336369082385,-0.0906275303465647
69.0,4.0,36.0,690.0,20.0,3.0,8.0,0.0085336369082385,-0.0906275303465647
74.0,4.0,41.0,690.0,20.0,3.0,8.0,0.0085336369082385,-0.0906275303465647
6.0,1.0,6.0,3467.0,5.0,3.0,0.0,0.0085336369082385,0.0209874375409886
35.0,1.0,18.0,3124.0,5.0,3.0,3.0,0.0085336369082385,0.0209874375409886
2.0,2.0,2.0,2535.0,5.0,3.0,3.0,0.0085336369082385,0.0209874375409886
39.0,2.0,1.0,2184.0,5.0,3.0,3.0,0.0085336369082385,0.0209874375409886
17.0,2.0,7.0,1974.0,5.0,2.0,3.0,0.0085336369082385,0.0209874375409886
47.0,2.0,7.0,1803.0,5.0,0.0,3.0,0.0085336369082385,0.0209874375409886
38.0,3.0,8.0,1241.0,5.0,3.0,3.0,0.0085336369082385,0.0209874375409886
51.0,3.0,6.0,995.0,5.0,3.0,6.0,0.0085336369082385,0.0209874375409886
71.0,4.0,10.0,752.0,5.0,3.0,6.0,0.0085336369082385,0.0209874375409886
94.0,4.0,6.0,192.0,5.0,3.0,6.0,0.0085336369082385,0.0209874375409886
52.0,1.0,1.0,3390.0,2.0,3.0,0.0,0.0085336369082385,0.0030866171488143
20.0,1.0,8.0,3271.0,2.0,3.0,0.0,0.0085336369082385,0.0030866171488143
16.0,2.0,10.0,2175.0,2.0,3.0,10.0,0.0085336369082385,0.0030866171488143
42.0,2.0,17.0,1842.0,2.0,1.0,13.0,0.0085336369082385,0.0030866171488143
68.0,3.0,14.0,1670.0,2.0,3.0,13.0,0.0085336369082385,0.0030866171488143
26.0,3.0,14.0,1328.0,2.0,3.0,6.0,0.0085336369082385,0.0030866171488143
71.0,3.0,2.0,1084.0,2.0,3.0,9.0,0.0085336369082385,0.0030866171488143
5.0,4.0,5.0,443.0,2.0,2.0,6.0,0.0085336369082385,0.0030866171488143
76.0,4.0,11.0,120.0,2.0,2.0,2.0,0.0085336369082385,0.0030866171488143
58.0,1.0,5.0,3423.0,12.0,3.0,0.0,0.0085336369082385,0.0209874375409886
68.0,1.0,17.0,2915.0,12.0,3.0,-3.0,0.0085336369082385,0.0209874375409886
65.0,2.0,2.0,2665.0,12.0,3.0,-6.0,0.0085336369082385,0.0209874375409886
69.0,2.0,4.0,1915.0,12.0,3.0,-9.0,0.0085336369082385,0.0209874375409886
79.0,3.0,20.0,1614.0,12.0,3.0,-12.0,0.0085336369082385,0.0209874375409886
15.0,3.0,4.0,1414.0,12.0,3.0,-12.0,0.0085336369082385,0.0209874375409886
32.0,3.0,2.0,1168.0,12.0,3.0,-9.0,0.0085336369082385,0.0209874375409886
86.0,4.0,19.0,796.0,12.0,3.0,-17.0,0.0085336369082385,0.0209874375409886
60.0,4.0,11.0,422.0,12.0,3.0,-20.0,0.0085336369082385,0.0209874375409886
7.0,4.0,6.0,126.0,12.0,2.0,-13.0,0.0085336369082385,0.0209874375409886
66.0,2.0,1.0,2315.0,8.0,3.0,25.0,0.1645833717443703,-0.115831385291793
70.0,2.0,1.0,1979.0,8.0,3.0,32.0,0.1645833717443703,-0.115831385291793
16.0,3.0,5.0,927.0,8.0,3.0,39.0,0.1645833717443703,-0.115831385291793
3.0,4.0,3.0,570.0,8.0,2.0,42.0,0.1645833717443703,-0.115831385291793
43.0,1.0,3.0,2979.0,8.0,3.0,7.0,0.1645833717443703,-0.0841194382360297
15.0,2.0,3.0,2651.0,8.0,3.0,4.0,0.1645833717443703,-0.0841194382360297
66.0,2.0,21.0,1866.0,8.0,2.0,11.0,0.1645833717443703,-0.0841194382360297
71.0,3.0,6.0,1683.0,8.0,3.0,11.0,0.1645833717443703,-0.0841194382360297
5.0,3.0,1.0,903.0,8.0,2.0,8.0,0.1645833717443703,-0.0841194382360297
10.0,4.0,6.0,900.0,8.0,2.0,8.0,0.1645833717443703,-0.0841194382360297
33.0,4.0,5.0,542.0,8.0,2.0,3.0,0.1645833717443703,-0.0841194382360297
45.0,4.0,11.0,235.0,8.0,1.0,6.0,0.1645833717443703,-0.0841194382360297
9.0,1.0,3.0,3008.0,3.0,2.0,0.0,0.1645833717443703,-0.0042142143083149
66.0,2.0,1.0,2606.0,3.0,2.0,-1.0,0.1645833717443703,-0.0042142143083149
53.0,2.0,2.0,2438.0,3.0,2.0,-1.0,0.1645833717443703,-0.0042142143083149
57.0,2.0,4.0,2079.0,3.0,2.0,-8.0,0.1645833717443703,-0.0042142143083149
56.0,2.0,15.0,1888.0,3.0,2.0,-14.0,0.1645833717443703,-0.0042142143083149
52.0,3.0,5.0,1289.0,3.0,3.0,-10.0,0.1645833717443703,-0.0042142143083149
27.0,4.0,5.0,801.0,3.0,3.0,-17.0,0.1645833717443703,-0.0042142143083149
21.0,4.0,15.0,403.0,3.0,3.0,-11.0,0.1645833717443703,-0.0042142143083149
63.0,1.0,8.0,3394.0,8.0,3.0,0.0,0.1645833717443703,-0.0350976640992651
53.0,2.0,14.0,2700.0,8.0,3.0,-7.0,0.1645833717443703,-0.0350976640992651
50.0,2.0,7.0,2306.0,8.0,3.0,-7.0,0.1645833717443703,-0.0350976640992651
23.0,3.0,8.0,1579.0,8.0,3.0,-3.0,0.1645833717443703,-0.0350976640992651
69.0,4.0,3.0,499.0,8.0,3.0,-12.0,0.1645833717443703,-0.0350976640992651
74.0,4.0,5.0,69.0,8.0,0.0,-22.0,0.1645833717443703,-0.0350976640992651
9.0,1.0,7.0,3144.0,7.0,3.0,0.0,0.1645833717443703,0.1172728423783977
51.0,2.0,19.0,1993.0,7.0,2.0,7.0,0.1645833717443703,0.1172728423783977
49.0,3.0,6.0,1467.0,7.0,3.0,4.0,0.1645833717443703,0.1172728423783977
44.0,3.0,1.0,1450.0,7.0,3.0,4.0,0.1645833717443703,0.1172728423783977
8.0,4.0,6.0,702.0,7.0,2.0,-3.0,0.1645833717443703,0.1172728423783977
99.0,4.0,10.0,377.0,7.0,2.0,0.0,0.1645833717443703,0.1172728423783977
30.0,4.0,10.0,14.0,7.0,1.0,-3.0,0.1645833717443703,0.1172728423783977
79.0,5.0,14.0,503.0,7.0,2.0,0.0,0.1645833717443703,0.1172728423783977
28.0,5.0,4.0,331.0,7.0,2.0,0.0,0.1645833717443703,0.1172728423783977
22.0,2.0,8.0,2692.0,7.0,3.0,7.0,0.1645833717443703,-0.0825073733568607
46.0,2.0,6.0,2187.0,7.0,3.0,10.0,0.1645833717443703,-0.0825073733568607
47.0,3.0,9.0,1610.0,7.0,3.0,7.0,0.1645833717443703,-0.0825073733568607
31.0,3.0,6.0,907.0,7.0,3.0,7.0,0.1645833717443703,-0.0825073733568607
2.0,4.0,2.0,229.0,7.0,2.0,10.0,0.1645833717443703,-0.0825073733568607
7.0,1.0,3.0,3322.0,8.0,3.0,0.0,0.1645833717443703,-0.0267358474208217
54.0,1.0,9.0,3054.0,8.0,3.0,3.0,0.1645833717443703,-0.0267358474208217
10.0,2.0,8.0,2470.0,8.0,3.0,-4.0,0.1645833717443703,-0.0267358474208217
70.0,2.0,5.0,2202.0,8.0,3.0,-4.0,0.1645833717443703,-0.0267358474208217
78.0,3.0,1.0,1595.0,8.0,3.0,0.0,0.1645833717443703,-0.0267358474208217
8.0,3.0,2.0,984.0,8.0,2.0,0.0,0.1645833717443703,-0.0267358474208217
4.0,4.0,4.0,230.0,8.0,2.0,7.0,0.1645833717443703,-0.0267358474208217
6.0,1.0,3.0,3216.0,1.0,3.0,0.0,0.1645833717443703,0.2032738964597786
21.0,1.0,10.0,2853.0,1.0,3.0,7.0,0.1645833717443703,0.2032738964597786
71.0,2.0,6.0,2435.0,1.0,3.0,10.0,0.1645833717443703,0.2032738964597786
66.0,2.0,6.0,1911.0,1.0,3.0,7.0,0.1645833717443703,0.2032738964597786
38.0,3.0,4.0,1113.0,1.0,3.0,4.0,0.1645833717443703,0.2032738964597786
44.0,1.0,3.0,3100.0,9.0,3.0,7.0,0.1645833717443703,-0.0825073733568607
74.0,4.0,9.0,74.0,9.0,3.0,36.0,0.1645833717443703,-0.0825073733568607
